src,tgt,dep_model,gnn_model,ml_model,seed,f1
fr,de,trankit,rgcn,mbert-base,15123,0.7524053767954153
fr,de,trankit,rgat,mbert-base,15123,0.7663395524378449
fr,de,None,None,mbert-base,15123,0.7314743503608503
fr,de,stanza,rgcn,mbert-base,98105,0.7332068147979407
fr,de,stanza,rgat,mbert-base,98105,0.7385333176847038
fr,de,trankit,rgcn,mbert-base,98105,0.8010907813680933
fr,de,trankit,rgat,mbert-base,98105,0.7719870139375349
fr,de,None,None,mbert-base,98105,0.7235060748799084
fr,de,stanza,rgcn,mbert-base,98109,0.7403097205856604
fr,de,stanza,rgat,mbert-base,98109,0.7834973385728771
fr,de,trankit,rgcn,mbert-base,98109,0.8093139126987945
fr,de,trankit,rgat,mbert-base,98109,0.7737282933226495
fr,de,None,None,mbert-base,98109,0.7204117950999813
fr,de,stanza,rgcn,mbert-base,15232,0.7638572303312701
fr,de,stanza,rgat,mbert-base,15232,0.7873826864995962
fr,de,trankit,rgcn,mbert-base,15232,0.744039618747957
fr,de,trankit,rgat,mbert-base,15232,0.7461111186744245
fr,de,None,None,mbert-base,15232,0.7419785408015911
fr,de,stanza,rgcn,xlmr-base,11737,0.6607122463578476
fr,de,stanza,rgat,xlmr-base,11737,0.6234804039444459
fr,de,trankit,rgcn,xlmr-base,11737,0.6574230180975837
fr,de,trankit,rgat,xlmr-base,11737,0.6634954358920196
fr,de,None,None,xlmr-base,11737,0.7031967656097244
fr,de,stanza,rgcn,xlmr-base,15123,0.7318388675622753
fr,de,stanza,rgat,xlmr-base,15123,0.6207607424051773
fr,de,trankit,rgcn,xlmr-base,15123,0.6620032818667808
fr,de,trankit,rgat,xlmr-base,15123,0.700654213933281
fr,de,None,None,xlmr-base,15123,0.6723196372339424
fr,de,stanza,rgcn,xlmr-base,98105,0.7309408737014046
fr,de,stanza,rgat,xlmr-base,98105,0.6534742873380677
fr,de,trankit,rgcn,xlmr-base,98105,0.6026478421470813
fr,de,trankit,rgat,xlmr-base,98105,0.6752418098236654
fr,de,None,None,xlmr-base,98105,0.6531201672386362
fr,de,stanza,rgcn,xlmr-base,98109,0.7028072678121382
fr,de,stanza,rgat,xlmr-base,98109,0.657991928154764
fr,de,trankit,rgcn,xlmr-base,98109,0.6734640045622406
fr,de,trankit,rgat,xlmr-base,98109,0.6973991171144917
fr,de,None,None,xlmr-base,98109,0.666432741311764
fr,de,stanza,rgcn,xlmr-base,15232,0.6620967513041945
fr,de,stanza,rgat,xlmr-base,15232,0.67569558813149
fr,de,trankit,rgcn,xlmr-base,15232,0.6549403678039373
fr,de,trankit,rgat,xlmr-base,15232,0.7202788150127414
fr,de,None,None,xlmr-base,15232,0.678897230406621
fr,ar,stanza,rgcn,mbert-base,11737,0.7034039144854058
fr,ar,stanza,rgat,mbert-base,11737,0.7005672230222357
fr,ar,trankit,rgcn,mbert-base,11737,0.7304471377490434
fr,ar,trankit,rgat,mbert-base,11737,0.7193349968719855
fr,ar,None,None,mbert-base,11737,0.712072723193884
fr,ar,stanza,rgcn,mbert-base,15123,0.695368848359911
fr,ar,stanza,rgat,mbert-base,15123,0.6726937252511305
fr,ar,trankit,rgcn,mbert-base,15123,0.719457083189178
fr,ar,trankit,rgat,mbert-base,15123,0.6533383923451102
fr,ar,None,None,mbert-base,15123,0.7080759201184957
fr,ar,stanza,rgcn,mbert-base,98105,0.6489436790954592
fr,ar,stanza,rgat,mbert-base,98105,0.7221396050529132
fr,ar,trankit,rgcn,mbert-base,98105,0.686489897394051
fr,ar,trankit,rgat,mbert-base,98105,0.709356277736477
fr,ar,None,None,mbert-base,98105,0.6848460474101012
fr,ar,stanza,rgcn,mbert-base,98109,0.6865565990673199
fr,ar,stanza,rgat,mbert-base,98109,0.6893695427107774
fr,ar,trankit,rgcn,mbert-base,98109,0.7216637236156759
fr,ar,trankit,rgat,mbert-base,98109,0.6990752265340074
fr,ar,None,None,mbert-base,98109,0.6863144731011447
fr,ar,stanza,rgcn,mbert-base,15232,0.7144329645656183
fr,ar,stanza,rgat,mbert-base,15232,0.7210400242298928
fr,ar,trankit,rgcn,mbert-base,15232,0.7076244609632174
fr,ar,trankit,rgat,mbert-base,15232,0.6736265656297834
fr,ar,None,None,mbert-base,15232,0.6345974928770671
fr,ar,stanza,rgcn,xlmr-base,11737,0.5726140634358021
fr,ar,stanza,rgat,xlmr-base,11737,0.5802963094616126
fr,ar,trankit,rgcn,xlmr-base,11737,0.6197453237588436
fr,ar,trankit,rgat,xlmr-base,11737,0.6319521852344827
fr,ar,None,None,xlmr-base,11737,0.5817024704783763
fr,ar,stanza,rgcn,xlmr-base,15123,0.5789556483760774
fr,ar,stanza,rgat,xlmr-base,15123,0.5560833109331677
fr,ar,trankit,rgcn,xlmr-base,15123,0.5638025118373682
fr,ar,trankit,rgat,xlmr-base,15123,0.5689673701052067
fr,ar,None,None,xlmr-base,15123,0.6053326934054225
fr,ar,stanza,rgcn,xlmr-base,98105,0.5878407198847573
fr,ar,stanza,rgat,xlmr-base,98105,0.6025882378647
fr,ar,trankit,rgcn,xlmr-base,98105,0.5790434123374756
fr,ar,trankit,rgat,xlmr-base,98105,0.576707563396365
fr,ar,None,None,xlmr-base,98105,0.608755950010664
fr,ar,stanza,rgcn,xlmr-base,98109,0.5540120653773664
fr,ar,stanza,rgat,xlmr-base,98109,0.5747905879307872
fr,ar,trankit,rgcn,xlmr-base,98109,0.5637219879519298
fr,ar,trankit,rgat,xlmr-base,98109,0.6029175075826837
fr,ar,None,None,xlmr-base,98109,0.6319806183470785
fr,ar,stanza,rgcn,xlmr-base,15232,0.5945292172658371
fr,ar,stanza,rgat,xlmr-base,15232,0.5875386172191368
fr,ar,trankit,rgcn,xlmr-base,15232,0.568276142265836
fr,ar,trankit,rgat,xlmr-base,15232,0.6110545640757064
fr,ar,None,None,xlmr-base,15232,0.5846053781115441
fr,zh,stanza,rgcn,mbert-base,11737,0.6591450717346866
fr,zh,stanza,rgat,mbert-base,11737,0.6600347249035721
fr,zh,trankit,rgcn,mbert-base,11737,0.6881282666177485
fr,zh,trankit,rgat,mbert-base,11737,0.6896384150533846
fr,zh,None,None,mbert-base,11737,0.6944219657775303
fr,zh,stanza,rgcn,mbert-base,15123,0.6633077156676331
fr,zh,stanza,rgat,mbert-base,15123,0.6249727783549197
fr,zh,trankit,rgcn,mbert-base,15123,0.6839479160661291
fr,zh,trankit,rgat,mbert-base,15123,0.6378803806968991
fr,zh,None,None,mbert-base,15123,0.6064472808767286
fr,zh,stanza,rgcn,mbert-base,98105,0.650287091359612
fr,zh,stanza,rgat,mbert-base,98105,0.6759298118739339
fr,zh,trankit,rgcn,mbert-base,98105,0.6995453664032795
fr,zh,trankit,rgat,mbert-base,98105,0.6782953727869725
fr,zh,None,None,mbert-base,98105,0.6319728080115106
fr,zh,stanza,rgcn,mbert-base,98109,0.68016052869684
fr,zh,stanza,rgat,mbert-base,98109,0.6438333198836215
fr,zh,trankit,rgcn,mbert-base,98109,0.6563576765668495
fr,zh,trankit,rgat,mbert-base,98109,0.6842682321236445
fr,zh,None,None,mbert-base,98109,0.6651545731945132
fr,zh,stanza,rgcn,mbert-base,15232,0.660878587304653
fr,zh,stanza,rgat,mbert-base,15232,0.6904054703295779
fr,zh,trankit,rgcn,mbert-base,15232,0.7035577813286766
fr,zh,trankit,rgat,mbert-base,15232,0.6697518773613919
fr,zh,None,None,mbert-base,15232,0.6053963326960697
fr,zh,stanza,rgcn,xlmr-base,11737,0.6090620875270112
fr,zh,stanza,rgat,xlmr-base,11737,0.5889443093659668
fr,zh,trankit,rgcn,xlmr-base,11737,0.5418368578298292
fr,zh,trankit,rgat,xlmr-base,11737,0.5873317877222903
fr,zh,None,None,xlmr-base,11737,0.5669436789220457
fr,zh,stanza,rgcn,xlmr-base,15123,0.6671382320580164
fr,zh,stanza,rgat,xlmr-base,15123,0.5784803938595149
fr,zh,trankit,rgcn,xlmr-base,15123,0.6208787836929281
fr,zh,trankit,rgat,xlmr-base,15123,0.5818873900965602
fr,zh,None,None,xlmr-base,15123,0.630404591497916
fr,zh,stanza,rgcn,xlmr-base,98105,0.5698054956717167
fr,zh,stanza,rgat,xlmr-base,98105,0.6249517766830903
fr,zh,trankit,rgcn,xlmr-base,98105,0.507264494627265
fr,zh,trankit,rgat,xlmr-base,98105,0.5930980953014435
fr,zh,None,None,xlmr-base,98105,0.5744512071679907
fr,zh,stanza,rgcn,xlmr-base,98109,0.5883312195361022
fr,zh,stanza,rgat,xlmr-base,98109,0.5918083767729987
fr,zh,trankit,rgcn,xlmr-base,98109,0.578737239665736
fr,zh,trankit,rgat,xlmr-base,98109,0.5845009372458889
fr,zh,None,None,xlmr-base,98109,0.57611880406267
fr,zh,stanza,rgcn,xlmr-base,15232,0.6108266001287057
fr,zh,stanza,rgat,xlmr-base,15232,0.5910528669068891
fr,zh,trankit,rgcn,xlmr-base,15232,0.5858121314952616
fr,zh,trankit,rgat,xlmr-base,15232,0.6171192086770148
fr,zh,None,None,xlmr-base,15232,0.5589891855967379
it,en,stanza,rgcn,mbert-base,11737,0.7973537875886604
it,en,stanza,rgat,mbert-base,11737,0.7787707210967478
it,en,trankit,rgcn,mbert-base,11737,0.7557808575448333
it,en,trankit,rgat,mbert-base,11737,0.7718743305194717
it,en,None,None,mbert-base,11737,0.7527245538951371
it,en,stanza,rgcn,mbert-base,15123,0.7840706314545707
it,en,stanza,rgat,mbert-base,15123,0.7045519608265021
it,en,trankit,rgcn,mbert-base,15123,0.7560978190226573
it,en,trankit,rgat,mbert-base,15123,0.7725883690676296
it,en,None,None,mbert-base,15123,0.715605871711839
it,en,stanza,rgcn,mbert-base,98105,0.7559876309121758
it,en,stanza,rgat,mbert-base,98105,0.7579442068201752
it,en,trankit,rgcn,mbert-base,98105,0.7106686268457113
it,en,trankit,rgat,mbert-base,98105,0.7615587816321462
it,en,None,None,mbert-base,98105,0.7593772046814173
it,en,stanza,rgcn,mbert-base,98109,0.7882751089296154
it,en,stanza,rgat,mbert-base,98109,0.7646885771293592
it,en,trankit,rgcn,mbert-base,98109,0.7672545140704443
it,en,trankit,rgat,mbert-base,98109,0.7699314822290033
it,en,None,None,mbert-base,98109,0.7512595151833223
it,en,stanza,rgcn,mbert-base,15232,0.7624030237134243
it,en,stanza,rgat,mbert-base,15232,0.7502243251845669
it,en,trankit,rgcn,mbert-base,15232,0.7890646112920023
it,en,trankit,rgat,mbert-base,15232,0.7608855120585853
it,en,None,None,mbert-base,15232,0.7447348732107636
it,en,stanza,rgcn,xlmr-base,11737,0.7130823248216815
it,en,stanza,rgat,xlmr-base,11737,0.7269117516686308
it,en,trankit,rgcn,xlmr-base,11737,0.7211370039268538
it,en,trankit,rgat,xlmr-base,11737,0.6925420611614443
it,en,None,None,xlmr-base,11737,0.7005044692129475
it,en,stanza,rgcn,xlmr-base,15123,0.7602060730852043
it,en,stanza,rgat,xlmr-base,15123,0.7400583987208675
it,en,trankit,rgcn,xlmr-base,15123,0.7488219641678627
it,en,trankit,rgat,xlmr-base,15123,0.7032172705966042
it,en,None,None,xlmr-base,15123,0.7276797279559246
it,en,stanza,rgcn,xlmr-base,98105,0.6588839548452597
it,en,stanza,rgat,xlmr-base,98105,0.7629743839440084
it,en,trankit,rgcn,xlmr-base,98105,0.7288460998327938
it,en,trankit,rgat,xlmr-base,98105,0.691690368183564
it,en,None,None,xlmr-base,98105,0.6790525652123572
it,en,stanza,rgcn,xlmr-base,98109,0.722199791836899
it,en,stanza,rgat,xlmr-base,98109,0.7434392588660407
it,en,trankit,rgcn,xlmr-base,98109,0.7215368121245003
it,en,trankit,rgat,xlmr-base,98109,0.7485505931088484
it,en,None,None,xlmr-base,98109,0.6802810296948107
it,en,stanza,rgcn,xlmr-base,15232,0.7154378829963339
it,en,stanza,rgat,xlmr-base,15232,0.699388191148908
it,en,trankit,rgcn,xlmr-base,15232,0.7046649674645955
it,en,trankit,rgat,xlmr-base,15232,0.7271220065765409
it,en,None,None,xlmr-base,15232,0.708358522289373
it,es,stanza,rgcn,mbert-base,11737,0.838683547499828
it,es,stanza,rgat,mbert-base,11737,0.8446749063112619
it,es,trankit,rgcn,mbert-base,11737,0.8176083878389382
it,es,trankit,rgat,mbert-base,11737,0.811392678463118
it,es,None,None,mbert-base,11737,0.8358427004067155
it,es,stanza,rgcn,mbert-base,15123,0.8232640806505143
it,es,stanza,rgat,mbert-base,15123,0.7611752423836955
it,es,trankit,rgcn,mbert-base,15123,0.8216017932097841
it,es,trankit,rgat,mbert-base,15123,0.7947399884394546
it,es,None,None,mbert-base,15123,0.8314986313701679
it,es,stanza,rgcn,mbert-base,98105,0.8031883628246127
it,es,stanza,rgat,mbert-base,98105,0.8408197610360799
it,es,trankit,rgcn,mbert-base,98105,0.8203661848302619
it,es,trankit,rgat,mbert-base,98105,0.8303385116581693
it,es,None,None,mbert-base,98105,0.8047792011166399
it,es,stanza,rgcn,mbert-base,98109,0.8141689560557197
it,es,stanza,rgat,mbert-base,98109,0.8271840346885255
it,es,trankit,rgcn,mbert-base,98109,0.8117126073133585
it,es,trankit,rgat,mbert-base,98109,0.8214282780181432
it,es,None,None,mbert-base,98109,0.7806502962054644
it,es,stanza,rgcn,mbert-base,15232,0.8270217022955433
it,es,stanza,rgat,mbert-base,15232,0.8289039822368601
it,es,trankit,rgcn,mbert-base,15232,0.8275574932225291
it,es,trankit,rgat,mbert-base,15232,0.824062536938401
it,es,None,None,mbert-base,15232,0.8248558370725642
it,es,stanza,rgcn,xlmr-base,11737,0.768190554813696
it,es,stanza,rgat,xlmr-base,11737,0.7610847558232293
it,es,trankit,rgcn,xlmr-base,11737,0.7658767530361344
it,es,trankit,rgat,xlmr-base,11737,0.763575492798771
it,es,None,None,xlmr-base,11737,0.7473788142970138
it,es,stanza,rgcn,xlmr-base,15123,0.7392882250715063
it,es,stanza,rgat,xlmr-base,15123,0.7620686769548957
it,es,trankit,rgcn,xlmr-base,15123,0.7796495062269804
it,es,trankit,rgat,xlmr-base,15123,0.7278533983205141
it,es,None,None,xlmr-base,15123,0.753325115337142
it,es,stanza,rgcn,xlmr-base,98105,0.766150034514996
it,es,stanza,rgat,xlmr-base,98105,0.7468761229143206
it,es,trankit,rgcn,xlmr-base,98105,0.7652793470809769
it,es,trankit,rgat,xlmr-base,98105,0.7798462369253907
it,es,None,None,xlmr-base,98105,0.7403769942227948
it,es,stanza,rgcn,xlmr-base,98109,0.75002323989939
it,es,stanza,rgat,xlmr-base,98109,0.7576182545461475
it,es,trankit,rgcn,xlmr-base,98109,0.7284441229380402
it,es,trankit,rgat,xlmr-base,98109,0.7899072661639248
it,es,None,None,xlmr-base,98109,0.7235928506857552
it,es,stanza,rgcn,xlmr-base,15232,0.7464353252377227
it,es,stanza,rgat,xlmr-base,15232,0.7442385444649476
it,es,trankit,rgcn,xlmr-base,15232,0.7127472112246771
it,es,trankit,rgat,xlmr-base,15232,0.7903408287047404
it,es,None,None,xlmr-base,15232,0.7831412094807759
it,fr,stanza,rgcn,mbert-base,11737,0.7826463320168222
it,fr,stanza,rgat,mbert-base,11737,0.7808481066102705
it,fr,trankit,rgcn,mbert-base,11737,0.7496470149556207
it,fr,trankit,rgat,mbert-base,11737,0.7722377892083356
it,fr,None,None,mbert-base,11737,0.7852535166926553
it,fr,stanza,rgcn,mbert-base,15123,0.7756437076018484
it,fr,stanza,rgat,mbert-base,15123,0.7685008627886978
it,fr,trankit,rgcn,mbert-base,15123,0.7637370811479081
it,fr,trankit,rgat,mbert-base,15123,0.7647164855614688
it,fr,None,None,mbert-base,15123,0.7351020627288414
it,fr,stanza,rgcn,mbert-base,98105,0.7583811400532302
it,fr,stanza,rgat,mbert-base,98105,0.7633309541326083
it,fr,trankit,rgcn,mbert-base,98105,0.7723264021798315
it,fr,trankit,rgat,mbert-base,98105,0.7546199342523787
it,fr,None,None,mbert-base,98105,0.7838660783480638
it,fr,stanza,rgcn,mbert-base,98109,0.7463475961163258
it,fr,stanza,rgat,mbert-base,98109,0.7746520624121069
it,fr,trankit,rgcn,mbert-base,98109,0.762353609596139
it,fr,trankit,rgat,mbert-base,98109,0.783468196391824
it,fr,None,None,mbert-base,98109,0.7228473001958765
it,fr,stanza,rgcn,mbert-base,15232,0.7591373312572884
it,fr,stanza,rgat,mbert-base,15232,0.7665055172449335
it,fr,trankit,rgcn,mbert-base,15232,0.7793598244864312
it,fr,trankit,rgat,mbert-base,15232,0.7787061025439236
it,fr,None,None,mbert-base,15232,0.761124441448608
it,fr,stanza,rgcn,xlmr-base,11737,0.7293682518731088
it,fr,stanza,rgat,xlmr-base,11737,0.7084356377906157
it,fr,trankit,rgcn,xlmr-base,11737,0.7698210785836188
it,fr,trankit,rgat,xlmr-base,11737,0.6928915278725967
it,fr,None,None,xlmr-base,11737,0.6664432078496232
it,fr,stanza,rgcn,xlmr-base,15123,0.7343509995719102
it,fr,stanza,rgat,xlmr-base,15123,0.7547376164462932
it,fr,trankit,rgcn,xlmr-base,15123,0.7189584438115292
it,fr,trankit,rgat,xlmr-base,15123,0.7696611577946098
it,fr,None,None,xlmr-base,15123,0.729915373306326
it,fr,stanza,rgcn,xlmr-base,98105,0.7330848970702996
it,fr,stanza,rgat,xlmr-base,98105,0.7196414924305804
it,fr,trankit,rgcn,xlmr-base,98105,0.7350862701337644
it,fr,trankit,rgat,xlmr-base,98105,0.704560641794977
it,fr,None,None,xlmr-base,98105,0.7099704942829765
it,fr,stanza,rgcn,xlmr-base,98109,0.7622772383830448
it,fr,stanza,rgat,xlmr-base,98109,0.7454471010149154
it,fr,trankit,rgcn,xlmr-base,98109,0.7377114409941102
it,fr,trankit,rgat,xlmr-base,98109,0.7639638018097057
it,fr,None,None,xlmr-base,98109,0.7055087810927306
it,fr,stanza,rgcn,xlmr-base,15232,0.7319963356597969
it,fr,stanza,rgat,xlmr-base,15232,0.724737372976365
it,fr,trankit,rgcn,xlmr-base,15232,0.7248143345877602
it,fr,trankit,rgat,xlmr-base,15232,0.7653682895484198
it,fr,None,None,xlmr-base,15232,0.7251414627518089
it,it,stanza,rgcn,mbert-base,11737,0.7794049322124674
it,it,stanza,rgat,mbert-base,11737,0.7587610737936832
it,it,trankit,rgcn,mbert-base,11737,0.773307142932302
it,it,trankit,rgat,mbert-base,11737,0.7837120050258477
it,it,None,None,mbert-base,11737,0.7750109134263488
it,it,stanza,rgcn,mbert-base,15123,0.7743303545984824
it,it,stanza,rgat,mbert-base,15123,0.768090743417955
it,it,trankit,rgcn,mbert-base,15123,0.7964744076090732
it,it,trankit,rgat,mbert-base,15123,0.7637919679493653
it,it,None,None,mbert-base,15123,0.7571091422505625
it,it,stanza,rgcn,mbert-base,98105,0.7897016156338663
it,it,stanza,rgat,mbert-base,98105,0.7308219585002441
it,it,trankit,rgcn,mbert-base,98105,0.7898608522256276
it,it,trankit,rgat,mbert-base,98105,0.7580037003478377
it,it,None,None,mbert-base,98105,0.7574580749132535
it,it,stanza,rgcn,mbert-base,98109,0.760172779991931
it,it,stanza,rgat,mbert-base,98109,0.7726629506268063
it,it,trankit,rgcn,mbert-base,98109,0.7663579951977041
it,it,trankit,rgat,mbert-base,98109,0.7710748880802432
it,it,None,None,mbert-base,98109,0.6996894634736953
it,it,stanza,rgcn,mbert-base,15232,0.7776578855086606
it,it,stanza,rgat,mbert-base,15232,0.7951385193347522
it,it,trankit,rgcn,mbert-base,15232,0.7792847191947309
it,it,trankit,rgat,mbert-base,15232,0.7363365140013776
it,it,None,None,mbert-base,15232,0.747878956178784
it,it,stanza,rgcn,xlmr-base,11737,0.7084471595359569
it,it,stanza,rgat,xlmr-base,11737,0.7404439027432599
it,it,trankit,rgcn,xlmr-base,11737,0.6998461140608511
it,it,trankit,rgat,xlmr-base,11737,0.7041404208028517
it,it,None,None,xlmr-base,11737,0.6967847871516081
it,it,stanza,rgcn,xlmr-base,15123,0.7397295517874298
it,it,stanza,rgat,xlmr-base,15123,0.7477686362224862
it,it,trankit,rgcn,xlmr-base,15123,0.6946723270418652
it,it,trankit,rgat,xlmr-base,15123,0.7304752097480591
it,it,None,None,xlmr-base,15123,0.7456802095057853
it,it,stanza,rgcn,xlmr-base,98105,0.7347647136355034
it,it,stanza,rgat,xlmr-base,98105,0.672761575668087
it,it,trankit,rgcn,xlmr-base,98105,0.7236249513113995
it,it,trankit,rgat,xlmr-base,98105,0.6785226044462216
it,it,None,None,xlmr-base,98105,0.7633253605300616
it,it,stanza,rgcn,xlmr-base,98109,0.7234257386414216
it,it,stanza,rgat,xlmr-base,98109,0.7730448793478628
it,it,trankit,rgcn,xlmr-base,98109,0.755492122225411
it,it,trankit,rgat,xlmr-base,98109,0.7637095828934325
it,it,None,None,xlmr-base,98109,0.7346269846308651
it,it,stanza,rgcn,xlmr-base,15232,0.6896060972571424
it,it,stanza,rgat,xlmr-base,15232,0.7458111429375789
it,it,trankit,rgcn,xlmr-base,15232,0.6968598662522534
it,it,trankit,rgat,xlmr-base,15232,0.7247051161332073
it,it,None,None,xlmr-base,15232,0.7076555847261888
it,de,stanza,rgcn,mbert-base,11737,0.7666013293309724
it,de,stanza,rgat,mbert-base,11737,0.7372195192706088
it,de,trankit,rgcn,mbert-base,11737,0.7436053929109101
it,de,trankit,rgat,mbert-base,11737,0.7617810637779964
it,de,None,None,mbert-base,11737,0.7439453509023706
it,de,stanza,rgcn,mbert-base,15123,0.7329166725540928
it,de,stanza,rgat,mbert-base,15123,0.7158920001473552
it,de,trankit,rgcn,mbert-base,15123,0.7237398314726801
it,de,trankit,rgat,mbert-base,15123,0.7468485448136286
it,de,None,None,mbert-base,15123,0.7131372437835668
it,de,stanza,rgcn,mbert-base,98105,0.7284034156834654
it,de,stanza,rgat,mbert-base,98105,0.7596377121108219
it,de,trankit,rgcn,mbert-base,98105,0.7423180105206992
it,de,trankit,rgat,mbert-base,98105,0.7260426099357614
it,de,None,None,mbert-base,98105,0.7240598762717185
it,de,stanza,rgcn,mbert-base,98109,0.6986063022779678
it,de,stanza,rgat,mbert-base,98109,0.7739020253759057
it,de,trankit,rgcn,mbert-base,98109,0.76301328592348
it,de,trankit,rgat,mbert-base,98109,0.7631509663971212
it,de,None,None,mbert-base,98109,0.6963977809841511
it,de,stanza,rgcn,mbert-base,15232,0.7414368529491948
it,de,stanza,rgat,mbert-base,15232,0.7295684891201328
it,de,trankit,rgcn,mbert-base,15232,0.7721601715477922
it,de,trankit,rgat,mbert-base,15232,0.763859350388875
it,de,None,None,mbert-base,15232,0.7179375465701334
it,de,stanza,rgcn,xlmr-base,11737,0.6554073605892622
it,de,stanza,rgat,xlmr-base,11737,0.6925070036466552
it,de,trankit,rgcn,xlmr-base,11737,0.6852972427928807
it,de,trankit,rgat,xlmr-base,11737,0.692569310350141
it,de,None,None,xlmr-base,11737,0.6771467377656506
it,de,stanza,rgcn,xlmr-base,15123,0.7018868328230239
it,de,stanza,rgat,xlmr-base,15123,0.687981362821913
it,de,trankit,rgcn,xlmr-base,15123,0.723159954681137
it,de,trankit,rgat,xlmr-base,15123,0.6609868002063892
it,de,None,None,xlmr-base,15123,0.7048439156160908
it,de,stanza,rgcn,xlmr-base,98105,0.6584519300722779
it,de,stanza,rgat,xlmr-base,98105,0.6867515585791832
it,de,trankit,rgcn,xlmr-base,98105,0.6911267375675891
it,de,trankit,rgat,xlmr-base,98105,0.6535669300533936
it,de,None,None,xlmr-base,98105,0.6631671175325532
it,de,stanza,rgcn,xlmr-base,98109,0.6464268009635378
it,de,stanza,rgat,xlmr-base,98109,0.6772256560054274
it,de,trankit,rgcn,xlmr-base,98109,0.6505023380323464
it,de,trankit,rgat,xlmr-base,98109,0.6978238213455581
it,de,None,None,xlmr-base,98109,0.622345864777307
it,de,stanza,rgcn,xlmr-base,15232,0.6040127439333403
it,de,stanza,rgat,xlmr-base,15232,0.667161208427994
it,de,trankit,rgcn,xlmr-base,15232,0.6537480215362773
it,de,trankit,rgat,xlmr-base,15232,0.7154989280594624
it,de,None,None,xlmr-base,15232,0.6612304510104292
it,ar,stanza,rgcn,mbert-base,11737,0.7113804091524544
it,ar,stanza,rgat,mbert-base,11737,0.7446370411055345
it,ar,trankit,rgcn,mbert-base,11737,0.7001760465368747
it,ar,trankit,rgat,mbert-base,11737,0.7303105190821226
it,ar,None,None,mbert-base,11737,0.7532670129400517
it,ar,stanza,rgcn,mbert-base,15123,0.6979745261231471
it,ar,stanza,rgat,mbert-base,15123,0.6437458135623344
it,ar,trankit,rgcn,mbert-base,15123,0.723613581226777
it,ar,trankit,rgat,mbert-base,15123,0.7123579425789801
it,ar,None,None,mbert-base,15123,0.7043996973700544
it,ar,stanza,rgcn,mbert-base,98105,0.7082376022486905
it,ar,stanza,rgat,mbert-base,98105,0.7133252160622086
it,ar,trankit,rgcn,mbert-base,98105,0.6595810741293184
it,ar,trankit,rgat,mbert-base,98105,0.702527555675844
it,ar,None,None,mbert-base,98105,0.6653271808160929
it,ar,stanza,rgcn,mbert-base,98109,0.6730209432684662
it,ar,stanza,rgat,mbert-base,98109,0.7071221552768999
it,ar,trankit,rgcn,mbert-base,98109,0.6889637632994178
it,ar,trankit,rgat,mbert-base,98109,0.7043642746782456
it,ar,None,None,mbert-base,98109,0.6564147367831898
it,ar,stanza,rgcn,mbert-base,15232,0.7033919753913762
it,ar,stanza,rgat,mbert-base,15232,0.6987305892319815
it,ar,trankit,rgcn,mbert-base,15232,0.7051367158809841
it,ar,trankit,rgat,mbert-base,15232,0.7069929554381114
it,ar,None,None,mbert-base,15232,0.7310478114404635
it,ar,stanza,rgcn,xlmr-base,11737,0.5818456406739142
it,ar,stanza,rgat,xlmr-base,11737,0.6179562160047642
it,ar,trankit,rgcn,xlmr-base,11737,0.5832750880304707
it,ar,trankit,rgat,xlmr-base,11737,0.5970792033447203
it,ar,None,None,xlmr-base,11737,0.5749156110694352
it,ar,stanza,rgcn,xlmr-base,15123,0.6186059064336906
it,ar,stanza,rgat,xlmr-base,15123,0.6215474453018603
it,ar,trankit,rgcn,xlmr-base,15123,0.6390955396610855
it,ar,trankit,rgat,xlmr-base,15123,0.5689463363761538
it,ar,None,None,xlmr-base,15123,0.6154609015895577
it,ar,stanza,rgcn,xlmr-base,98105,0.6134029099939724
it,ar,stanza,rgat,xlmr-base,98105,0.6211147688651455
it,ar,trankit,rgcn,xlmr-base,98105,0.6594433500987891
it,ar,trankit,rgat,xlmr-base,98105,0.6014499471566483
it,ar,None,None,xlmr-base,98105,0.6052401179282116
it,ar,stanza,rgcn,xlmr-base,98109,0.5723346702084804
it,ar,stanza,rgat,xlmr-base,98109,0.6237629363046193
it,ar,trankit,rgcn,xlmr-base,98109,0.6367004313447302
it,ar,trankit,rgat,xlmr-base,98109,0.6820700037385992
it,ar,None,None,xlmr-base,98109,0.5922589379527341
it,ar,stanza,rgcn,xlmr-base,15232,0.6216310644922998
it,ar,stanza,rgat,xlmr-base,15232,0.5958140809415042
it,ar,trankit,rgcn,xlmr-base,15232,0.5557547780653576
it,ar,trankit,rgat,xlmr-base,15232,0.6236002093728724
it,ar,None,None,xlmr-base,15232,0.603681031386368
it,zh,stanza,rgcn,mbert-base,11737,0.7107726073005352
it,zh,stanza,rgat,mbert-base,11737,0.700223574721353
it,zh,trankit,rgcn,mbert-base,11737,0.6587494631529207
it,zh,trankit,rgat,mbert-base,11737,0.7275546518411435
it,zh,None,None,mbert-base,11737,0.7169174988150713
it,zh,stanza,rgcn,mbert-base,15123,0.693464020760716
it,zh,stanza,rgat,mbert-base,15123,0.5991170291159005
it,zh,trankit,rgcn,mbert-base,15123,0.7041227419108964
it,zh,trankit,rgat,mbert-base,15123,0.6648741289404814
it,zh,None,None,mbert-base,15123,0.6934887345255685
it,zh,stanza,rgcn,mbert-base,98105,0.6969735975885527
