feature,src_lang,tgt_lang,connection,dep_model,ml_model,val,Dep Parse
dep_len,de,de,residual,stanza,mbert-base,Low,0.0013825975637502541
sent_len,de,de,residual,stanza,xlmr-base,Medium,0.0007136876288316163
sent_len,de,de,residual,stanza,xlmr-base,Low,0.002844207818250455
sent_len,de,de,residual,stanza,xlmr-base,High,0.003235101396495632
lex_len,de,de,residual,stanza,xlmr-base,High,0.0032103390525241027
lex_len,de,de,residual,stanza,xlmr-base,Low,0.0007732252639520709
lex_len,de,de,residual,stanza,xlmr-base,Medium,0.005102540981037795
dep_len,de,de,residual,stanza,xlmr-base,High,0.004151554053702711
dep_len,de,de,residual,stanza,xlmr-base,Medium,0.00012958141102603626
dep_len,de,de,residual,stanza,xlmr-base,Low,0.0014168371502353283
sent_len,de,de,residual,trankit,mbert-base,Medium,0.0012229087131870875
sent_len,de,de,residual,trankit,mbert-base,Low,0.0028974258753335924
sent_len,de,de,residual,trankit,mbert-base,High,0.002811450124692194
lex_len,de,de,residual,trankit,mbert-base,High,0.004229604922739605
lex_len,de,de,residual,trankit,mbert-base,Low,0.0011722867482657495
lex_len,de,de,residual,trankit,mbert-base,Medium,0.0018370226917255872
dep_len,de,de,residual,trankit,mbert-base,High,0.0043009520345671515
dep_len,de,de,residual,trankit,mbert-base,Medium,7.567686267617724e-05
dep_len,de,de,residual,trankit,mbert-base,Low,0.0013299354870064395
sent_len,de,de,residual,trankit,xlmr-base,Medium,5.2444424872510886e-05
sent_len,de,de,residual,trankit,xlmr-base,Low,0.0029594247753507164
sent_len,de,de,residual,trankit,xlmr-base,High,0.0031459745129731598
lex_len,de,de,residual,trankit,xlmr-base,High,0.004548113928059427
lex_len,de,de,residual,trankit,xlmr-base,Low,0.0012540024242472247
lex_len,de,de,residual,trankit,xlmr-base,Medium,0.0008958418884703612
dep_len,de,de,residual,trankit,xlmr-base,High,0.004303751089538843
dep_len,de,de,residual,trankit,xlmr-base,Medium,2.444617669339344e-05
dep_len,de,de,residual,trankit,xlmr-base,Low,0.0014535120503441634
sent_len,de,ar,residual,stanza,mbert-base,Medium,0.0023604812921190765
sent_len,de,ar,residual,stanza,mbert-base,Low,0.003366772861130185
sent_len,de,ar,residual,stanza,mbert-base,High,0.0025491919326177115
lex_len,de,ar,residual,stanza,mbert-base,High,0.0034638411426710647
lex_len,de,ar,residual,stanza,mbert-base,Low,0.0007244445441761949
lex_len,de,ar,residual,stanza,mbert-base,Medium,0.004701216967143984
dep_len,de,ar,residual,stanza,mbert-base,High,0.004228503985464815
dep_len,de,ar,residual,stanza,mbert-base,Medium,-7.175603230225036e-05
dep_len,de,ar,residual,stanza,mbert-base,Low,0.0012602038145893557
sent_len,de,ar,residual,stanza,xlmr-base,Medium,-0.0008465109871123033
sent_len,de,ar,residual,stanza,xlmr-base,Low,0.0036067910554002935
sent_len,de,ar,residual,stanza,xlmr-base,High,0.0030089058457474227
lex_len,de,ar,residual,stanza,xlmr-base,High,0.0034388482660976383
lex_len,de,ar,residual,stanza,xlmr-base,Low,0.001176476153664785
lex_len,de,ar,residual,stanza,xlmr-base,Medium,0.003254648515339631
dep_len,de,ar,residual,stanza,xlmr-base,High,0.004149529241722183
dep_len,de,ar,residual,stanza,xlmr-base,Medium,-0.00043514269144351303
dep_len,de,ar,residual,stanza,xlmr-base,Low,0.0013592291042379134
sent_len,de,ar,residual,trankit,mbert-base,Medium,0.0012412235932727222
sent_len,de,ar,residual,trankit,mbert-base,Low,0.0033080886447688362
sent_len,de,ar,residual,trankit,mbert-base,High,0.0028064063335264677
lex_len,de,ar,residual,trankit,mbert-base,High,0.004171524073544708
lex_len,de,ar,residual,trankit,mbert-base,Low,0.0008794381349955804
lex_len,de,ar,residual,trankit,mbert-base,Medium,9.334816155337489e-05
dep_len,de,ar,residual,trankit,mbert-base,High,0.004119809281526887
dep_len,de,ar,residual,trankit,mbert-base,Medium,-0.0004879098935020032
dep_len,de,ar,residual,trankit,mbert-base,Low,0.0013367679462759074
sent_len,de,ar,residual,trankit,xlmr-base,Medium,0.00040859894564326815
sent_len,de,ar,residual,trankit,xlmr-base,Low,0.00662187525994673
sent_len,de,ar,residual,trankit,xlmr-base,High,0.0026104455858462217
lex_len,de,ar,residual,trankit,xlmr-base,High,0.0042171964956193575
lex_len,de,ar,residual,trankit,xlmr-base,Low,0.0007171481419375736
lex_len,de,ar,residual,trankit,xlmr-base,Medium,-0.0015069074038166486
dep_len,de,ar,residual,trankit,xlmr-base,High,0.0040357227402633145
dep_len,de,ar,residual,trankit,xlmr-base,Medium,-0.00046734945458892785
dep_len,de,ar,residual,trankit,xlmr-base,Low,0.0014273452961652833
sent_len,de,zh,residual,stanza,mbert-base,Medium,0.003148498653400278
sent_len,de,zh,residual,stanza,mbert-base,Low,0.003057483502503233
sent_len,de,zh,residual,stanza,mbert-base,High,0.00240495237148608
lex_len,de,zh,residual,stanza,mbert-base,High,0.0034805742891811375
lex_len,de,zh,residual,stanza,mbert-base,Low,0.0007619306474077048
lex_len,de,zh,residual,stanza,mbert-base,Medium,0.004785116312155058
dep_len,de,zh,residual,stanza,mbert-base,High,0.0029785523786024504
dep_len,de,zh,residual,stanza,mbert-base,Medium,0.0016243725389935015
dep_len,de,zh,residual,stanza,mbert-base,Low,0.001556224220008784
sent_len,de,zh,residual,stanza,xlmr-base,Medium,0.00016638717242967171
sent_len,de,zh,residual,stanza,xlmr-base,Low,0.0037726539412813453
sent_len,de,zh,residual,stanza,xlmr-base,High,0.0026660524347337233
lex_len,de,zh,residual,stanza,xlmr-base,High,0.0035573432604413258
lex_len,de,zh,residual,stanza,xlmr-base,Low,0.0009482584237021641
lex_len,de,zh,residual,stanza,xlmr-base,Medium,0.0020105956885350107
dep_len,de,zh,residual,stanza,xlmr-base,High,0.0029498129039083887
dep_len,de,zh,residual,stanza,xlmr-base,Medium,0.0017932049351853108
dep_len,de,zh,residual,stanza,xlmr-base,Low,0.0015708597569106253
sent_len,de,zh,residual,trankit,mbert-base,Medium,0.0014245656190474687
sent_len,de,zh,residual,trankit,mbert-base,Low,0.0030831546905323304
sent_len,de,zh,residual,trankit,mbert-base,High,0.002867450092414403
lex_len,de,zh,residual,trankit,mbert-base,High,0.0046062281816660056
lex_len,de,zh,residual,trankit,mbert-base,Low,0.0006678704913410938
lex_len,de,zh,residual,trankit,mbert-base,Medium,8.98708999365061e-05
dep_len,de,zh,residual,trankit,mbert-base,High,0.00398695436244445
dep_len,de,zh,residual,trankit,mbert-base,Medium,-7.399473622271557e-05
dep_len,de,zh,residual,trankit,mbert-base,Low,0.0014175985720921158
sent_len,de,zh,residual,trankit,xlmr-base,Medium,0.0012318852418286008
sent_len,de,zh,residual,trankit,xlmr-base,Low,0.007830919386551227
sent_len,de,zh,residual,trankit,xlmr-base,High,0.0021547112115998246
lex_len,de,zh,residual,trankit,xlmr-base,High,0.004120215328996979
lex_len,de,zh,residual,trankit,xlmr-base,Medium,0.0013492197201735445
lex_len,de,zh,residual,trankit,xlmr-base,Low,-0.0005003166742124643
dep_len,de,zh,residual,trankit,xlmr-base,High,0.003918008286360464
dep_len,de,zh,residual,trankit,xlmr-base,Medium,0.00018836694206403326
dep_len,de,zh,residual,trankit,xlmr-base,Low,0.0014318929879577613
